id,aasta,voor,tase,number,pealkiri,raskus,kategooria,tüüp,alamteema,autor,statement_tex,vihje_tex,lahendus_tex,lahendusvotted,katsevahendid,punktid,lahendusseis,allikas,allikas_failitee,allikas_kaust
2010-lahg-06,2010,lahtine,G,6,Ioonmootor,4,elektrostaatika,T,ioonide kiirus,Mihkel Pajusalu,"Kosmosesond on varustatud lihtsa ioonmootoriga, mis koosneb ksenooni
ioonide $\mathrm{Xe}^+$ allikast ja kahest elektroodist, mille vahele rakendatakse pinge
$U$ ja mille vahelist maad läbides ioone kiirendatakse. Kui suurt kogust
(mass) ksenooni on vaja, et selle mootoriga sondi kiirust tõsta
$\Delta v=\SI{1}{km/s}$ võrra?
%
Ksenooni aatommass $\mu=\SI{131,29}{g/mol}$, kosmosesondi mass $M=\SI{1000}{kg}$, kiirendav pinge
$U=\SI{100}{kV}$, elementaarlaeng $e=\SI{1,60 e-19}{C}$, Avogadro arv
$N_A= \SI{6,02 e23}{mol^{-1}}$.",Ioonide kiirus on leitav energia jäävusest. Sondi ja ioonide kiiruse sidumiseks on kõige mugavam rakendada impulsi jäävust.,"Ioonide kiiruse leiame energia jäävuse seadusest:
$$mu^2/2=Ue \Rightarrow u=\sqrt{2Ue/m},$$
kus $m=\mu/N_a$.
Impulsi jäävuse seadusest süsteemi \enquote{laev+kiirendatud kütus} jaoks saame (eeldusel, et $M\gg m_k$)
$$m_ku=Mv \Rightarrow m_k=Mv/u=Mv\sqrt{\mu/2N_AUe}=\SI{2,61}{kg}.$$
Näeme, et tehtud eeldus $m_k\ll M$ tõepoolest kehtib.","Kasutage energia jäävuse seadust ja impulsi jäävuse seadust, et leida vajalik ksenooni mass.",,,,,physics-collection/problems/2010-lahg-06.tex,problems
2010-lahg-07,2010,lahtine,G,7,Kärbes,7,elektrostaatika,T,potentsiaal ja laengud,Stanislav Zavjalov,"Kärbes otsustas
lennates püsida ainult elektrivälja ekvipotentsiaalpindade peal. Ta lendab sisse ruumi,
mis on täidetud homogeense elektriväljaga $\vec{E}$, välja jõujoontega risti.
Elektriväljas hoitakse paigal ka laengut $-Q$ nii, et kärbse
trajektoori esialgse puutuja ja laengu vahemaa on $d$ (vt. joonist; $-Q < 0$).
Kui lähedale kärbes laengule jõuab? Eeldage, et $Q \le \pi\epsilon_0Ed^2$.
\begin{center}
	\includegraphics[width=0.4\textwidth]{2010-lahg-07-muha_tekst}
\end{center}","Kärbse potentsiaali on mugav avaldada $x-y$ koordinaadistikus. Ülesande sümmeetriast on suhteliselt lihtne näha, et kärbse kaugus laengust on minimaalne siis, kui ta asub otse laengu kohal.","Valime potentsiaali nullnivooks kärbse asümptootilise asukoha (lõpmatuses). 
Olgu laeng $Q$ koordinaatide alguspunktiks ning olgu $x$-telg horisontaalne ja $y$-telg vertikaalne. 
Kärbes peab püsima laengu lähedal kõverduval null-potentsiaalil. 
Potentsiaal avaldub homogeense välja $E$ potentsiaali ja punktlaengu potentsiaali superpositsioonina, seega 
\[
E(d - y) - \frac{1}{4\pi\epsilon_0}\frac{Q}{\sqrt{y^2 + x^2}} = 0.
\]
Ülesande sümmeetriast on selge, kärbse vahemaa on minimaalne $x=0$ korral ehk teisisõnu kehtib $E(d-y) = kQ/y$. Antud võrrandist saame ruutvõrrandi lahenditega
\[
y_{1,2} = {d \over 2} \pm \sqrt{\frac {d^2}4 - {kQ \over E}} = {d \over 2}\left( 1 \pm \sqrt{1 - 4kQ / Ed^2}\right).
\] 
Juhul kui laeng on väike, liigub kärbes ilmselgelt sirgjooneliselt. Ometigi leidub kaks lahendit. Lahendi kahesus tuleneb sellest, et laengu läheduses leidub samuti
null-potentsiaaliga suletud kõver. Laengu kasvades need kaks null-potentsiaaliga joont lähenevad üksteisele, kuni $Q=\pi\epsilon_0Ed^2$ juures 
puutuvad kokku ja edaspidi moodustub null-potentsiaalist juba üksainus kõver, mis kulgeb ümber laengu. 
Seega vastab kärbse trajektoor ruutvõrrandi suuremale lahendile:
$$y= {d \over 2}\left(1 + \sqrt{1 - {4kQ \over Ed^2}}\right).$$",Kasutage potentsiaali superpositsiooni ja lahendage saadud võrrandid kärbse kauguse leidmiseks laengust.,,,,,physics-collection/problems/2010-lahg-07.tex,problems
2010-lahg-08,2010,lahtine,G,8,Laeng,9,magnetism,T,laeng ja magnetväli,Oleg Košik,"\begin{wrapfigure}[8]{r}{0.25\textwidth}
	\vspace{-2.5ex}
	\includegraphics[width=\linewidth]{2010-lahg-08-laengu_joonis_ipe}
	\vspace{-6ex}
\end{wrapfigure}
Ruudukujulise ristlõikega ruumipiirkond on täidetud homogeense magnetväljaga
$B$ ning selle keskel asub osake massiga $m$ ja laenguga $q$, mis on alghetkel
paigal. Alates alghetkest iga ajavahemiku $T=\frac{\pi m}{qB}$ tagant lülitub
selles piirkonnas lühiajaliselt sisse elektriväli $E$ (kestusega $\tau \ll T$), mis
on suunatud risti magnetväljaga. Elektriväli võib muutuda kahes
režiimis: (i) olles iga kord suunatud joonisel näidatud suunas; (ii)
olles suunatud vaheldumisi kord joonisel näidatud suunas, kord vastupidises
suunas.\\
\osa Skitseerige osakese trajektoor mõlema režiimi korral.\\
\osa Kumma
režiimi korral väljub osake magnetväljaga piirkonnast kiiremini? Mitu korda
kiiremini?
Eeldage, et väljumisaeg on mõlemal juhul palju suurem kui $T$. Põhjendage vastust.","Magnetväljas liiguvad osakesed mööda ringjoont kiirusest sõltumatu perioodiga $t = \frac{2\pi m}{qB}$. Näeme, et ülesandes antud ajavahemik $T$ vastab poolele täistiirule. Antud tähelepanek võimaldab olukorra mugavamat skitseerimist. Iga kord kui elektriväli sisse lülitatakse, antakse osakesele väike elektriväljasihiline impulss.","Paneme tähele, et ajavahemik $T$ on võrdne poolega tsüklotronperioodist (ajaga, mis kulub sellel laengul magnetväljas täistiiru tegemiseks).
Seega antakse impulsimuut $\Delta p=Eq\tau$ iga kord kiirusega paralleelselt (ii) 
või antiparalleelselt (i). Seega hakkab juhtumil (ii) impulss kasvama lineaarses sõltuvuses lülituste arvuga $n=[t/T]$ (kus $t$ on vaadeldav
ajahetk ja nurksulud tähistavad täisosa): $p=Eq\tau[t/T]$. Et trajektoori kõverusraadius on võrdeline impulsiga, $R=v/\omega=p/qB$, siis 
kasvab kõverusraadius samuti lineaarselt $n$-ga, vt punktiirjoont joonisel. 
Juhtumil (i) paneb esimene jõuimpulss laengu liikuma, teine aga peatab liikumise. Tulemuseks on joonisel toodud laineline trajektoor (katkendjoon joonisel).
Tuginedes nendele trajektooridele saame teha tabeli osakese eemaldumuse $l = \max (x,y)$ jaoks $x$ või $y$-teljest erinevatel ajahetkedel.

\begin{tabular}{lllllllllll}
	$t/T$ & 0,5 & 1 & 1,5 & 2 & 2,5 & 3 & 3,5 & 4 & 4,5 & 5 \\
	$l/R$ (i) & 1 & 2 & 2 & 2 & 3 & 4 & 4 & 4 & 5 & 6 \\
	$l/R$ (ii) & 1 & 2 & 2 & 2 & 3 & 4 & 4 & 4 & 5 & 6
\end{tabular}

Nagu näha, toimub eemaldumine mõlemal juhul vaadeldavate ajahetkede jaoks täpselt ühekiiruselt. Siiski, kui kuubi poolküljepikkus ei ole 
mitte $R$-i täisarvkordne, siis väljub (i) juhtumi korral osake veidi varem. Sellest võib aru saada uurides võrdlevalt 
kauguse $l$ kasvufaase juhtumeil (i) ja (ii) ja juuresolevat joonist: antud ruudukujulise piirkonna jaoks väljumisaeg $2T+\Delta t$, kus
täiendav ajavahemik juhtumil (ii) $\Delta t=\pi \alpha/T$ juhtumil (i) $\Delta t=\pi \beta/T$.
Kuivõrd $\alpha > \beta$, siis saamegi järeldada, et juhtumil (i) väljub osake varem. On võimalik näha, et võrratus 
$\alpha > \beta$ kehtib peaaegu alati --- välja arvatud siis, kui kuubi külje pikkus on $R$-i paarisarvukordne.
Ülesandes antud eelduse $t\gg T$ tõttu muutub see väike väljumisaja erinevus tühiseks: aegade suhe sellel piirjuhul on 1.
\begin{center}
	\includegraphics[width=0.35\textwidth]{2010-lahg-08-lah}
\end{center}",Kasutage tsüklotronperioodi ja impulsi muutuse seoseid osakese trajektoori skitseerimiseks.,,,,,physics-collection/problems/2010-lahg-08.tex,problems
2010-lahg-09,2010,lahtine,G,9,Konn,9,staatika,T,hõõrdumine,Taavi Pungas,"\begin{wrapfigure}{r}{0.35\textwidth}
	\vspace{-1.8ex}
	\includegraphics[width=\linewidth]{2010-lahg-09-Red_eyed_tree_frog}
	\vspace{-4ex}
\end{wrapfigure}
Väike puukonn suudab ronida mööda seinu ja lagesid, luues enda ja seina vahele 
seinaga risti oleva tõmbejõu (nt iminappade tekitatud vaakumiga) ning vältides libisemist 
selle tagajärjel tekkiva hõõrdejõu abil.
Millise nurga all maapinna suhtes peab olema sein, et tal oleks end kõige raskem paigal hoida 
(mil libisemise vältimiseks vajalik seinaga risti olev jõud on maksimaalne)?
Hõõrdetegur seina ja konna vahel on $\mu$.","Konnale mõjub kolm jõudu: raskusjõud, rõhumisjõu ja hõõrdejõu resultant ning iminapa tekitatud tõmbejõud. Rõhumisjõu ja hõõrdejõu resultandi nurk pinnanormaali suhtes on kriitilisel juhul $\arctan \mu$. Tasakaalu korral peavad antud jõud üksteist tasakaalustama, ehk moodustuma kolmnurga.","\begin{wrapfigure}{r}{0.5\textwidth}
	\vspace{-4ex}
	\includegraphics[width=65mm]{2010-lahg-09-lah}
	\vspace{-6ex}
\end{wrapfigure}
Konnale mõjub kolm jõudu: raskusjõud $m\vec g = \vec {BC}$, mis on suunatud vertikaalselt alla, jõud $\vec F =\vec {CA^\prime}$, 
mis on suunatud kaldpinna pinnanormaali sihis (pinna sisse),
ning rõhumisjõu ja hõõrdejõu resultant $\vec {A^\prime B}$, mille nurk pinnanormaaliga $\alpha=\angle CA^\prime B$ ei ületa väärtust 
$\arctan \mu$. Need kolm vektorit moodustavad tasakaalu korral
joonisel toodud kolmnurga $A^\prime BC$. Jooniselt on ilmne, et antud kaldenurga 
($A^\prime C$ sihi) puhul saab konn minimeerida vajalikku jõudu (st lõigu $A^\prime C$ pikkust) 
suurendades nurga $\alpha$ maksimaalse võimaliku väärtuseni $\alpha = \arctan \mu$ (mil $A^\prime = A$). Kui nüüd muuta pinna kaldenurka, 
siis joonistab punkt $A$ ringjoone kaare (sest punktid $B$ ja $C$ on fikseeritud ning $\angle BAC$ on konstantne ($\arctan \mu$). 
Vajalik jõud (lõik $AC$) on maksimaalne, kui lõik $AC$ on ringi diameetriks $OC$, st pinnanormaal moodustab horisondiga 
nurga $\arctan\mu$ (sest $\angle OBC=90^\circ$). Seega, sein on vertikaali suhtes kaldus $\arctan \mu$ võrra, moodustades põrandaga teravnurga.

\vspace{0.5\baselineskip}

{\em Alternatiivne lahendus}\\ 
Olgu iminapa tekitatud tõmbejõud $F$, hõõrdejõud $F_h$ ja normaaljõud $N$. Jõudude tasakaalu tingimusest saame
$F_{h}=mg\sin\theta$ ja $F=N+mg\cos\theta$. Kui konn rakendab minimaalset tarvilikku jõudu, siis 

$$F_{h}=\mu N=mg\sin\theta,$$

ehk

$$N=\frac{mg\sin\theta}{\mu}.$$

Niisiis,

$$F=N+mg\cos\theta=\frac{mg\sin\theta}{\mu}+mg\cos\theta=mg\left( \frac{\sin\theta}{\mu}+\cos\theta\right).$$

Nüüd on vaja leida, millise $\theta$ korral on $F$ maksimaalne. Selleks katsume siinuse ja koosinuse summa avaldada ühe siinusena. 

Otsime A ja B nii, et kehtiks võrdus 
\[
A\sin (\theta+B)=\frac{\sin\theta}{\mu}+\cos\theta.
\]
Kuna 
\[
A\sin (\theta+B)=A\sin\theta\cos B + A\sin B \cos\theta,
\]
siis 
$A\sin B=1$ ja $A\cos B=\frac{1}{\mu}$. Siit saame $\tan B=\mu$ ja 
\[
A=\sqrt{\frac{1}{{\mu}^2} + 1}=\frac{1}{\mu}\sqrt{1+{\mu}^2}.
\]
Seega 
\[
F=\frac{mg}{\mu}\sqrt{1+{\mu}^2}\sin(\theta + \arctan\mu).
\]
Siinuse suurim võimalik väärtus on $\sin(\ang{90})=1$, ehk $\theta + \arctan\mu=\ang{90}$. Seega on otsitav nurk $\theta = \ang{90}-\arctan\mu$.","Kasutage jõudude tasakaalu seadust ja kolmnurga omadusi, et leida kriitiline nurk.",,,,,physics-collection/problems/2010-lahg-09.tex,problems
2010-v3g-01,2010,lõppvoor,G,1,Sild,2,dünaamika,T,kesktõmbekiirus,Valter Kiisk,"Risti üle $l=\SI{100}{m}$ laiuse jõe kulgeb kumer autoteega sild. Silla keskel on autotee kaldapealsest tasemest $h=\SI{5}{m}$ võrra kõrgemal. Silla profiiliks on
ringjoone kaar. Auto massiga $m=\SI{1000}{kg}$ ületab silda muutumatu kiirusega $v=\SI{60}{km/h}$.
Kui suure jõuga rõhub auto silla keskkohta? Kui suure kiiruse juures hakkab kaduma
kontakt rataste ja tee vahel?",Silla kõverusraadius on leitav Pythagorase teoreemist. Autole mõjub silla peal kaks jõudu: raskusjõud ja rõhumisjõud. Antud jõudude resultant annab kesktõmbekiirenduse.,"Olgu
silla kõverusraadius $r$. Pythagorase teoreemist
\[
r^2=(l/2)^2+(r-h)^2\implies 0=l^2/4-2rh+h^2.
\]
Kuna $h\ll l$ ja seega $h\ll r$, siis $h^2$ võib ära jätta ja $r=l^2/8h=\SI{250}{m}$.
Auto raskusjõu $mg$ ja toereaktsiooni $N$ resultant annab kesktõmbekiirenduse $v^2/r$.
Seega $N=mg-mv^2/r\approx\SI{8700}{N}$.

Kontakt rataste ja maapinna vahel hakkab kaduma, kui $N=0$. Seega $v=\sqrt{gr}\approx
\SI{180}{km/h}$.",Kasutada Pythagorase teoreemi silla kõverusraadiuse leidmiseks ja jõudude tasakaalu analüüsi auto mõju hindamiseks.,,,,,physics-collection/problems/2010-v3g-01.tex,problems
2010-v3g-10,2010,lõppvoor,G,10,Propeller,10,kinemaatika,T,propelleri pöörlemine,Andreas Valdmann,"See pilt pöörlevast lennukipropellerist on tehtud telefoni kaameraga, mis salvestab korraga ühe vertikaalse veeru pikselid. Pilt tekib vasakult paremale veergude kaupa skaneerides.\\
\osa Mis suunas pöörleb propeller fotograafi poolt vaadatuna (päripäeva või vastupäeva)?\\
\osa Mitu laba on propelleril?\\
\osa Mitu pööret teeb propeller ühes minutis, kui kogu pildi tegemiseks kulunud aeg on 1/8 sekundit?\\

\begin{center}
	\includegraphics[width=90mm]{2010-v3g-10-Propeller.jpg}
\end{center}","\osa
Vastavalt sellele, kas labad liiguvad salvestatavatele pikslite veergudele vastu või eemale, on labade kujutiste tihedus vastavalt suurem või väiksem.\\
\osa
Vaadeldes pildil ühte vertikaalset pikslite veergu ei ole moonutusi näha. Seega tasub uurida, kui palju labasid erinevatel pikslite veergudel näha on.\\
\osa
Teades labade arvu on võimalik vaadelda täpselt, kui palju üks laba salvestamise käigus liigub.","\osa Propeller pöörleb vastupäeva, sest pildi ülaosas liiguvad labad vastu parajasti salvestatavale pikseliveerule ja seetõttu paiknevad seal labade kujutised tihedamalt.\\
\osa Vasakpoolsel joonisel on ülalt alla tõmmatud üks veerg millel on korraga peal maksimaalset 2 laba. Kui labasid oleks 2, peaks veerus paistma korraga vaid üks laba. Labad ise on kantud joonisele mustaga. Näha on, et labade vaheline nurk on suurem kui 90 kraadi ja seega on propelleril kolm laba.

\begin{center}
	\includegraphics[width=50mm]{2010-v3g-10-Propeller2.jpg}
	\qquad
	\includegraphics{2010-v3g-10-proplah}
\end{center}

\textit{Alternatiivne lahendus} \\
Tähistame labade tekitatud jooned numbritega 1 kuni 7, nii nagu näidatud parempoolsel joonisel.
Joonise alumises servas eelneb joon 2 joonele 6.
See tähendab, et joonele 2 vastav laba peab eelnema joonele 6 vastavale labale.
Joonise ülemise serva põhjal võime analoogselt väita, et joonele 5 vastav laba peab eelnema joonele 6 vastavale labale.
Järelikult peavad jooned 5 ja 2 vastama samale labale. Ülemises servas jääb joonte 5 ja 2 vahele veel 2
joont, st sellele labale vastavad jooned korduvad perioodiga 3 joont.
See periood peab olema propelleri labade arvu $n$ kordne. Et 3 on algarv, siis ainus variant on $n=3$.\\
\osa Iga kolmas triip pildil kujutab sama propellerilaba. Järgneval joonisel on valgega nummerdatud labad;
propelleri telje kõrgusel on tõmmatud joon mille kogupikkus moodustus pildistamise aja jooksul ehk kogupikkus on $1/8\;$s.
Punasega on märgitud aeg millega laba number üks jõudis liikuda 1,5 pööret.
Punase osa pikkus moodustab ligikaudu 4/5 pildi kogulaiusest. Seetõttu moodustab ka nende punktide ajaline intervall 4/5 pildi tegemise koguajast. Selle aja jooksul teeb propeller poolteist pööret. Ühes sekundis teeb propeller $\num{1,5} /(1/8\cdot 4/5)=15$ pööret ja ühes minutis $15\cdot 60=900$ pööret.

\begin{center}
	\includegraphics[width=50mm]{2010-v3g-10-Propeller3.jpg}
\end{center}","Uuri labade tihedust pildil ja kasuta pöörlemise seadusi, et leida propelleri pöörlemissuund ja labade arv.",,,,,physics-collection/problems/2010-v3g-10.tex,problems
2010-v3g-02,2010,lõppvoor,G,2,Destillaator,4,termodünaamika,T,energia jäävuse seadus,Koit Timpmann,"Destillaator toodab tunnis $V=\SI{2}{l}$ puhast vett. Sisenev aur ja kondenseerunud vesi on samal temperatuuril. Auru kondenseerumisel vabanenud soojusest kulub $\eta=\SI{95}{\%}$ jahutusvee soojendamiseks. Jahutussüsteem kujutab endast pikka toru, milles voolab jahutusvesi. Toru ristlõikepindala on $S=\SI{0,8}{cm^2}$. Destillaatorisse siseneva ja sealt väljuva jahutusvee temperatuurid erinevad $\Delta T=\SI{30}{\degreeCelsius}$ võrra. Kui kiiresti peab vesi voolama jahutussüsteemis? Vee aurustumissoojus $L=\SI{2300}{kJ/kg}$, vee erisoojus $c = \SI{4,2}{kJ/(kg.K)}$ ja vee tihedus $\rho=\SI{1000}{kg/m^3}$.",Süsteemis kehtib energia jäävuse seadus. Nimelt ühe tunni jooksul läheb \SI{95}{\%} kahe liitri aurustumisel eraldunud energiast tundmatu massiga jahutusvee soojendamiseks $\Delta T$ võrra. Jahutusvee kiirus on leitav toru massivoo ja ristlõike pindala kaudu.,"Kahe liitri vee mass on $m=\SI 2{kg}$. Kondenseerudes eraldub soojushulk $Q=Lm$.
95\% eraldunud soojushulgast läheb jahutusvee soojendamiseks. Seosest $\eta Lm=cM\Delta T$ saame jahutusvee massi
\[M=\frac {\eta L m}{c\Delta T}.\]
Jahutusvee massi saame avaldada tiheduse ja ruumala kaudu ning ruumala omakorda toru ristlõikepindala, voolu kiiruse ja aja kaudu:
\[M=\rho V=\rho Sl=\rho Svt.\]
Viies kokku need kaks võrrandit, saame avaldada kiiruse:
\[v=\frac {\eta Lm}{c\Delta T \rho S t}\approx \SI{0,12}{m/s}.\]",Kasutage energia jäävuse seadust ja voolukiirusest tulenevaid seoseid.,,,,,physics-collection/problems/2010-v3g-02.tex,problems
2010-v3g-03,2010,lõppvoor,G,3,Päikesepaneel,2,elektriahelad,T,maksimaalne võimsus,Mihkel Pajusalu,"Joonisel on kujutatud päikesepaneeli läbiva voolu sõltuvus klemmipingest.
Määrake paneeli klemmidega ühendatud koormise takistus, mille korral on koormisel eralduv
võimsus maksimaalne.

\begin{center}
	\includegraphics[width=0.9\linewidth]{2010-v3g-03-paneel_yl.png}
\end{center}",Koormisel eralduv võimsus on pinge ja voolu korrutis. Seega on vaja graafikult leida $x$- ja $y$-koordinaadi korrutise maksimum.,"Koormisel eralduv võimsus avaldub kui $UI$. Peame leidma punkti graafikul, mil antud avaldis on maksimaalne. Graafikult saab erinevate punktide jaoks võimsuse välja arvutada ja ligikaudu maksimaalse võimsuse määrata. Saame $U\idx{max} \approx \SI{2.28}{V}$, $I\idx{max}\approx \SI{0.33}{A}$. Seega vastav koormise takistus on
\[
R = \frac{U_\mathrm{max}}{I_\mathrm{max}} \approx \SI{6.9}{\ohm}
\]


\begin{center}
	\vspace{-0.1cm}
	\includegraphics[width=0.8\linewidth]{2010-v3g-03-paneel_lah.png}
\end{center}

\textit{Alternatiivne lahendus}\\

\begin{center}
	\hspace{-0.1cm}\includegraphics[width=130mm]{2010-v3g-03-joonis_paneel_lah_2}
\end{center}

Võimsus $N = UI$ on maksimaalne, kui võimsuse tuletis pinge järgi on null. Seega,
\[
\D N = \D (UI) = \D UI + U\D I = 0,
\]
ehk
\[
I + U\frac{\D I}{\D U} = 0,
\]
kus $\D I/\D U$ on graafiku tõus. Vaatleme vastavaid suurusi graafiku puntkis $P$. Joonise tähistustes, $|OC| = I$, $|CP| = U$ ja
\[
\frac{|OA|}{|OB|} =
\frac{|CA|}{|CP|} = -\frac{\D I}{\D U}.
\]
Järelikult, kui me tahame, et
$P$ oleks otsitav võimsuse maksimumi punkt, peab kehtima
\[
|OC| - |CP|
\frac{|CA|}{|CP|} = 0 \implies |OC| = |CA| \implies |AP| = |PB|.
\]
Joonlauaga veidi otsides pole sellist punkti $P$ raske leida. Vastus on muidugi sama, mis esimeses lahenduses.","Leidke graafikult punkt, kus koormisel eralduv võimsus $UI$ on maksimaalne.",,,,,physics-collection/problems/2010-v3g-03.tex,problems
2010-v3g-04,2010,lõppvoor,G,4,Hammasrattad,5,staatika,T,hammasrattad,Siim Ainsaar,"Fikseeritud telgedega hammasrattad raadiustega $r_1$ ja $r_2$ hambuvad ja on
ühendatud venimatu nööriga,
mis on mõlemale puutujaks. Esimest ratast pööratakse
jõumomendiga $M$. Kui suur on nööri pinge $T$?

\begin{center}
	\includegraphics{2010-v3g-04-joonis_hr_ipe.pdf}
\end{center}","Kuna nöör on venimatu, on mõlemad hammasrattad paigal ja seega tasakaalus. Kehtib nii jõudude kui ka jõumomentide tasakaal. Antud juhul on kõige mugavam vaadelda jõumomentide tasakaalu hammasrataste keskpunktide suhtes.","Kasutame virtuaalse nihke meetodit: oletame, et nöör pole siiski päris venimatu ning
saame esimest ratast pöörata väikese nurga $\alpha$ võrra. Hõõre puudub,
mistõttu salvestub kogu välise jõumomendi töö nööri elastsusjõu potentsiaalseks
energiaks. Välisjõumomendi töö on $M \alpha$ (kui jõumomenti avaldab üks jõud
õlaga $\tilde o$ ja suurusega $M / \tilde o$, siis nihkub ta rakenduspunkt $\alpha
\tilde o$ võrra ja töö on $\alpha \tilde o M / \tilde o = M \alpha$). Väikesel
nihkel ei jõua $T$ oluliselt muutuda, seega peab nööri venitamise töö olema $T
s$, kus $s$ on nööri pikenemine. Hambumusse jäävate hammasrataste pinnapunktide
läbitavad teepikkused on võrdsed --- mõlemal $\alpha r_1$, järelikult $s = 2
\alpha r_1$ ja $M \alpha = 2 \alpha r_1 T$, kust $T = \frac{M}{2 r_1}$.

\vspace{0.5\baselineskip}
\textit{Alternatiivne lahendus}\\
Ratastele mõjuvad jõud ja jõumomendid on tasakaalus. Lihtsaim on kirjutada
jõumomentide tasakaalud rataste tsentrite suhtes, kuna siis on võllide poolt
avaldatava tundmatute jõudude õlad nullid. (Muidu saame lahenduse, kui avaldame
need jõud jõudude tasakaaluvõrranditest.) Rattad mõjutavad teineteist
puutujasihilise jõuga; kui teine ratas avaldab esimesele jõudu $\vec F$, siis
avaldab Newtoni III seaduse järgi esimene teisele $-\vec F$. Jõumomentide
tasakaal esimesele rattale on nii $M = (F+T) r_1$ ning teisele $T=F$, sestap
$T = \frac{M}{2 r_1}$.",Kasutage jõumomentide tasakaalu hammasrataste keskpunktide suhtes.,,,,,physics-collection/problems/2010-v3g-04.tex,problems
2010-v3g-05,2010,lõppvoor,G,5,Toru,6,staatika,T,stabiilsus,Aigar Vaigu,"Kareda horisontaalselt kinnitatud toru (raadius $R$) peal tasakaalustatakse risttahukakujulist prussi. Leidke prussi paksus $L$, mille
korral prussi asend torul on stabiilne.

\emph{Märkus:} kasulikud võivad olla väikeste nurkade korral kehtivad lähendused
$\sin\alpha\approx \alpha$ ja $\cos\alpha\approx 1-\alpha^2/2$, kus nurgad on radiaanides.","Prussi asend on stabiilne, kui väikse kõrvalekalde korral muutub prussi potentsiaalne energia suuremaks. Teisisõnu peab massikese kõrgemale tõusma.","Prussi võnkumine torul on stabiilne, kui prussi
kõrvalekallutamisel väikese nurga $\alpha$ võrra prussi massikese
tõuseb kõrgemale kui alguses. Esialgne prussi massikeskme kõrgus on $R+L/2$.
Massikeskme kõrgus kõrvalekallutamisel on
\[\left(R+{L \over 2}\right)\cos\alpha+R\alpha\sin\alpha,\]
ning peab kehtima
\[\left(R+{L \over 2}\right)\cos\alpha+R\alpha\sin\alpha >R+{L \over 2}.\]
Kuna kõrvalekalde nurk on väike, siis võime arvestada, et
$\sin\alpha\approx \alpha$ ja $\cos\alpha\approx 1-\alpha^2/2$. Lihtsustades ning avaldades $L$-i, saame, et võnkumised on väikeste kõrvalekallete korral stabiilsed, kui
\[L<2R.\]","Kasutage potentsiaalse energia muutuse analüüsi, et leida tingimused stabiilseks asendiks.",,,,,physics-collection/problems/2010-v3g-05.tex,problems
